,id,title,ingredients,NER,NER_mapped,NER_product_nl,NER_amount_used,NER_recipe_total_price
93,93,Chicken Roll-Ups,"['236.588 ml can crescent rolls', '354.882 ml grated medium or sharp cheese', '1.0 hen, cooked and diced', '1.0 can cream of chicken soup', '354.882 ml milk']","[""crescent rolls"", ""cheese"", ""hen"", ""cream of chicken soup"", ""milk""]","['roll', 'cheese', 'hen', 'chicken soup', 'milk']","['AH Saucijzenbroodje', 'AH Leverkaas', 'AH Soja keuken', 'AH Romige kippensoep', 'AH Karnemelk']","[236.588, 354.882, 100.0, 100.0, 354.882]",6.629980733333333
94,94,Beef And Spanish Rice Casserole,"['1.0 can spanish rice', '1.0 can corned beef', '1.0 diced onion', '118.294 ml grated cheddar cheese']","[""Spanish rice"", ""corned beef"", ""onion"", ""Cheddar cheese""]","['rice', 'beef', 'onion', 'cheese']","['AH Sushi rijst', 'AH Rosbief', 'AH Rode uien', 'AH Leverkaas']","[100.0, 100.0, 100.0, 118.294]",4.724920666666667
97,97,Ambrosia,"['8.0 to 10.0 juicy oranges, peeled and diced', '236.588 ml moist coconut', '118.294 ml pecans, chopped', '118.294 ml cherries, halved', '59.147 ml sugar', '236.588 ml orange juice']","[""oranges"", ""moist coconut"", ""pecans"", ""cherries"", ""sugar"", ""orange juice""]","['oranges', 'coconut', 'pecans', 'cherries', 'sugar', 'juice']","['AH Handsinaasappelen', 'AH Kokos op te kloppen', 'AH Ongebrande pecannoten', 'AH Doosje met kersen', 'AH Rietsuiker', 'AH Appelsap']","[800.0, 236.588, 118.294, 118.294, 59.147, 236.588]",5.367093533333333
98,98,Crazy Peanut Butter Cookies,"['236.588 ml creamy peanut butter', '236.588 ml sugar', '1.0 egg']","[""peanut butter"", ""sugar"", ""egg""]","['butter', 'sugar', 'egg']","['AH Kruidenboter', 'AH Rietsuiker', 'AH Lasagne ei']","[236.588, 236.588, 100.0]",4.447652639999999
100,100,Pancakes,"['236.588 ml flour', '4.92892 ml soda', '4.92892 ml salt', '14.7868 ml sugar', '1.0 egg', '44.3604 ml margarine, melted', '236.588 ml buttermilk']","[""flour"", ""soda"", ""salt"", ""sugar"", ""egg"", ""margarine"", ""buttermilk""]","['flour', 'soda', 'salt', 'sugar', 'egg', 'margarine', 'buttermilk']","['AH Tarwe bloem', 'Driehoek Vloeibare soda', 'AH Doperwten 0% zout', 'AH Rietsuiker', 'AH Lasagne ei', 'Becel Light margarine', 'Arla Biologisch karnemelk']","[236.588, 492.892, 492.892, 1478.6799999999998, 100.0, 44.3604, 236.588]",13.2519656517267
102,102,Red Cabbage And Apples,"['236.588 ml red cabbage, finely chopped', '29.5736 ml butter', '2.0 apples, finely sliced', '14.7868 ml brown sugar', '14.7868 ml vinegar']","[""red cabbage"", ""butter"", ""apples"", ""brown sugar"", ""vinegar""]","['cabbage', 'butter', 'apples', 'sugar', 'vinegar']","['AH Chinese kool', 'AH Kruidenboter', 'AH Elstar appels', 'AH Rietsuiker', 'AH Natuurazijn wit']","[236.588, 29.5736, 200.0, 1478.6799999999998, 1478.6799999999998]",12.146164533333332
103,103,German Potato Salad,"['1814.368 grams potatoes, cooked', '6.0 slices bacon, diced', '118.294 ml sugar', '44.3604 ml flour', '9.85784 ml salt', '1.23223 ml pepper', '236.588 ml cider vinegar', '236.588 ml water', '4.0 green onions, sliced']","[""potatoes"", ""bacon"", ""sugar"", ""flour"", ""salt"", ""pepper"", ""cider vinegar"", ""water"", ""green onions""]","['potatoes', 'bacon', 'sugar', 'flour', 'salt', 'pepper', 'vinegar', 'water', 'onion']","['AH Stamppot aardappelen', 'AH Feest spekken', 'AH Rietsuiker', 'AH Tarwe bloem', 'AH Doperwten 0% zout', 'AH Rode peper', 'AH Natuurazijn wit', 'AH Kokoswater', 'AH Rode uien']","[1814.368, 600.0, 118.294, 44.3604, 985.784, 123.223, 236.588, 236.588, 400.0]",16.236907157763923
110,110,Crisp Oatmeal Cookies,"['946.352 ml quick cooking oats', '473.176 ml brown sugar, packed', '236.588 ml salad oil', '2.0 eggs, well beaten', '2.46446 ml salt', '4.92892 ml almond extract']","[""cooking oats"", ""brown sugar"", ""salad oil"", ""eggs"", ""salt"", ""almond extract""]","['oat', 'sugar', 'oil', 'eggs', 'salt', 'extract']","['AH Bokkenpootjes', 'AH Rietsuiker', 'AH Slaolie', 'AH Rondeel eieren M L', 'AH Doperwten 0% zout', 'Marmite Yeast extract']","[946.352, 473.176, 236.588, 200.0, 246.446, 492.892]",30.049884451260507
111,111,Souper Tuna Crunch,"['1.0 can chinese noodles', ""1.0 can campbell's cream of mushroom soup"", '177.441 ml water', '192.22775 ml can chicken of the sea tuna, drained and broken in chunks', '236.588 ml cashews or peanuts', '236.588 ml chopped celery', '118.294 ml finely chopped onion', '118.294 ml cooked peas', 'soy sauce']","[""Chinese noodles"", ""Campbell's cream"", ""water"", ""Chicken"", ""cashews"", ""celery"", ""onion"", ""peas"", ""soy sauce""]","['noodle', 'cream', 'water', 'Chicken', 'cashews', 'celery', 'onion', 'peas', 'soy sauce']","['AH Woknoedels', 'AH Roomijsjes', 'AH Kokoswater', 'AH Kippensoep', 'AH Ongebrande cashewnoten', 'Verstegen Selderijzout', 'AH Rode uien', 'AH Kikkererwten', 'ABC Sweet soy sauce']","[100.0, 100.0, 177.441, 192.22775, 236.588, 236.588, 118.294, 118.294, 100.0]",17.11901498106338
115,115,Zucchini-Artichoke Continental,"['266.1615 ml pkg. frozen artichoke hearts', '29.5736 ml water', '3.0 medium zucchini 453.592 grams , sliced 0.25-inch thick 946.352 ml', '473.176 ml fresh mushrooms, halved', '29.5736 ml finely chopped green onion', '2.0 cloves garlic, minced', '14.7868 ml margarine or butter', '2.0 medium tomatoes, cut into wedges and seeded', '59.147 ml grated parmesan cheese']","[""frozen artichoke"", ""water"", ""zucchini"", ""fresh mushrooms"", ""green onion"", ""garlic"", ""margarine"", ""tomatoes"", ""Parmesan cheese""]","['artichoke', 'water', 'zucchini', 'mushroom', 'onion', 'garlic', 'margarine', 'tomatoes', 'cheese']","['AH Gemarineerde artisjok', 'AH Kokoswater', 'AH Pureersoep courgette', 'AH Champignonragout', 'AH Rode uien', 'AH Verse knoflook', 'Becel Light margarine', 'AH Roma tomaten', 'AH Leverkaas']","[266.1615, 29.5736, 300.0, 473.176, 29.5736, 200.0, 1478.6799999999998, 200.0, 59.147]",31.367494314906757
117,117,Chicken Salad,"['369.66875 ml can chunk white chicken', '473.176 ml chopped celery', '1.0 small pkg. slivered almonds', '236.588 ml water chestnuts', '236.588 ml white grapes', '2.46446 ml salt', '0.616115 ml pepper', '4.92892 ml lemon juice', 'curry powder to caste', 'nonfat mayonnaise']","[""chunk white chicken"", ""celery"", ""almonds"", ""water chestnuts"", ""white grapes"", ""salt"", ""pepper"", ""lemon juice"", ""curry powder"", ""nonfat mayonnaise""]","['chicken', 'celery', 'almonds', 'chestnut', 'grape', 'salt', 'pepper', 'juice', 'curry powder', 'mayonnaise']","['AH Bapao kip', 'Verstegen Selderijzout', 'AH Amandelen gezouten', 'AH Kleine kastanjechampignons', 'AH Rode grapefruits', 'AH Doperwten 0% zout', 'AH Rode peper', 'AH Appelsap', 'Verstegen Kerriepoeder', 'AH Pesto mayonaise']","[369.66875, 473.176, 100.0, 236.588, 236.588, 246.446, 61.6115, 492.892, 100.0, 100.0]",33.4886732769893
118,118,Chess Pie,"['1.0 stick margarine', '354.882 ml sugar', '14.7868 ml meal', '14.7868 ml vinegar', '4.0 eggs add one at a time', 'dash of salt', '4.92892 ml vanilla']","[""margarine"", ""sugar"", ""meal"", ""vinegar"", ""eggs"", ""salt"", ""vanilla""]","['margarine', 'sugar', 'meal', 'vinegar', 'eggs', 'salt', 'vanilla']","['Becel Light margarine', 'AH Rietsuiker', 'Brinta Havermout', 'AH Natuurazijn wit', 'AH Rondeel eieren M L', 'AH Doperwten 0% zout', 'AH Muffin vanille']","[100.0, 354.882, 1478.6799999999998, 1478.6799999999998, 400.0, 100.0, 492.892]",15.988002298171633
124,124,Good Sweet Muffins,"['1.0 egg', '118.294 ml milk', '59.147 ml vegetable oil', '354.882 ml flour', '118.294 ml sugar', '9.85784 ml baking powder', '2.46446 ml salt', '236.588 ml blueberries optional']","[""egg"", ""milk"", ""vegetable oil"", ""flour"", ""sugar"", ""baking powder"", ""salt"", ""blueberries""]","['egg', 'milk', 'oil', 'flour', 'sugar', 'baking powder', 'salt', 'blueberries']","['AH Lasagne ei', 'AH Karnemelk', 'AH Slaolie', 'AH Tarwe bloem', 'AH Rietsuiker', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'AH Doosje met blauwe bessen']","[100.0, 118.294, 59.147, 354.882, 118.294, 985.784, 246.446, 236.588]",30.235453425917648
126,126,St. Joseph'S Zeppole,"['236.588 ml water', '118.294 ml butter', '4.92892 ml sugar', '236.588 ml all-purpose flour', '4.0 large eggs']","[""water"", ""butter"", ""sugar"", ""flour"", ""eggs""]","['water', 'butter', 'sugar', 'flour', 'eggs']","['AH Kokoswater', 'AH Kruidenboter', 'AH Rietsuiker', 'AH Tarwe bloem', 'AH Rondeel eieren M L']","[236.588, 118.294, 492.892, 236.588, 400.0]",9.951900695485714
127,127,"Corn ""Oysters""","['1.0 can cream-style corn', '2.0 eggs', '2.46446 ml grated onion', '8.0 to 10.0 finely rolled crackers', 'salt']","[""cream-style corn"", ""eggs"", ""onion"", ""crackers"", ""salt""]","['corn', 'eggs', 'onion', 'crackers', 'salt']","['AH Popcorn Zout', 'AH Rondeel eieren M L', 'AH Rode uien', 'AH Soja crackers', 'AH Doperwten 0% zout']","[100.0, 200.0, 246.446, 800.0, 100.0]",14.034658354621849
130,130,Honey Almond Squares,"['1.0 duncan hines white pudding cake mix', '236.588 ml pkg. cream cheese at room temperature', '59.147 ml alfalfa honey', '3.0 to 118.294 ml sliced almonds']","[""cake mix"", ""cream cheese"", ""alfalfa honey"", ""almonds""]","['mix', 'cheese', 'honey', 'almonds']","['AH Hotmix', 'AH Leverkaas', 'AH Bloemenhoning', 'AH Amandelen gezouten']","[100.0, 236.588, 59.147, 300.0]",6.508249444444444
131,131,Chicken Casserole,"['118.294 ml raw rice', '1.0 can french onion soup', '1.0 can cream of chicken or chicken mushroom soup', '118.294 ml can mushrooms', 'bite size pieces of 4.0 to 6.0 chicken thighs or any other chicken parts you wish to use']","[""rice"", ""onion soup"", ""cream of chicken"", ""mushrooms"", ""bite""]","['rice', 'soup', 'chicken', 'mushrooms', 'bite']","['AH Sushi rijst', 'AH Erwtensoep', 'AH Bapao kip', 'AH Witte champignons', 'AH Choco bites']","[118.294, 100.0, 100.0, 118.294, 100.0]",2.9855347866666664
134,134,Apple Pie,"['6.0 to 7.0 apples, sliced', '236.588 ml sugar', '29.5736 ml flour', '4.92892 ml cinnamon', 'dash of salt and nutmeg']","[""apples"", ""sugar"", ""flour"", ""cinnamon"", ""salt""]","['apples', 'sugar', 'flour', 'cinnamon', 'salt']","['AH Elstar appels', 'AH Rietsuiker', 'AH Tarwe bloem', 'Bolletje Kanelly', 'AH Doperwten 0% zout']","[600.0, 236.588, 29.5736, 492.892, 100.0]",8.438842430404703
145,145,Chocolate Peanut Butter Cake,"['59.147 ml cocoa', '2.0 sticks oleo', '473.176 ml flour', '473.176 ml sugar', '4.92892 ml baking soda', 'dash of salt', '2.0 eggs', '4.92892 ml vanilla', '236.588 ml water', '118.294 ml buttermilk']","[""cocoa"", ""oleo"", ""flour"", ""sugar"", ""baking soda"", ""salt"", ""eggs"", ""vanilla"", ""water"", ""buttermilk""]","['cocoa', 'oleo', 'flour', 'sugar', 'baking soda', 'salt', 'eggs', 'vanilla', 'water', 'buttermilk']","['Oatly! Haverdrank cacao', 'Napoleon Watermelon', 'AH Tarwe bloem', 'AH Rietsuiker', 'Dr. Oetker Baksoda', 'AH Doperwten 0% zout', 'AH Rondeel eieren M L', 'AH Muffin vanille', 'AH Kokoswater', 'Arla Biologisch karnemelk']","[59.147, 200.0, 473.176, 473.176, 492.892, 100.0, 200.0, 492.892, 236.588, 118.294]",16.549190073529786
146,146,Magic Cookie Bars,"['118.294 ml butter', '354.882 ml graham cracker crumbs', '414.029 ml can eagle brand milk', '177.441 ml semi-sweet chocolate chips', '103.50725 ml can flaked coconut 354.882 ml', '236.588 ml chopped nuts']","[""butter"", ""graham cracker crumbs"", ""milk"", ""semi-sweet chocolate chips"", ""flaked coconut"", ""nuts""]","['butter', 'cracker', 'milk', 'chocolate', 'coconut', 'nuts']","['AH Kruidenboter', 'AH Notenkraker', 'AH Karnemelk', 'AH Hot choco', 'AH Kokos op te kloppen', 'AH Walnoten']","[118.294, 354.882, 414.029, 177.441, 103.50725, 236.588]",27.408719799999997
147,147,Pecan Pralines,"['236.588 ml sugar', '236.588 ml packed brown sugar', '78.86266666666666 ml evaporated milk', '0.5 stick butter or margarine, softened', '354.882 ml pecans', '354.882 ml coconut']","[""sugar"", ""brown sugar"", ""milk"", ""butter"", ""pecans"", ""coconut""]","['sugar', 'sugar', 'milk', 'butter', 'pecans', 'coconut']","['AH Rietsuiker', 'AH Rietsuiker', 'AH Karnemelk', 'AH Kruidenboter', 'AH Ongebrande pecannoten', 'AH Kokos op te kloppen']","[236.588, 236.588, 78.86266666666666, 50.0, 354.882, 354.882]",11.845580213333335
149,149,Easy Chocolate Frosting,"['315.4506666666666 ml white sugar', '88.7208 ml butter', '88.7208 ml milk', '118.294 ml chocolate chips', '2.46446 ml vanilla']","[""white sugar"", ""butter"", ""milk"", ""chocolate chips"", ""vanilla""]","['sugar', 'butter', 'milk', 'chip', 'vanilla']","['AH Rietsuiker', 'AH Kruidenboter', 'AH Karnemelk', 'AH Oven friet', 'AH Muffin vanille']","[315.4506666666666, 88.7208, 88.7208, 118.294, 246.446]",4.11085312
151,151,Baked French Toast,"['5.0 large eggs, slightly beaten', '59.147 ml sugar', '1.23223 ml ground nutmeg', '157.7253333333333 ml orange juice', '78.86266666666666 ml half and half cream', '2.46446 ml vanilla']","[""eggs"", ""sugar"", ""ground nutmeg"", ""orange juice"", ""cream"", ""vanilla""]","['eggs', 'sugar', 'nut', 'juice', 'cream', 'vanilla']","['AH Rondeel eieren M L', 'AH Rietsuiker', 'AH Kokosnoot', 'AH Appelsap', 'AH Roomijsjes', 'AH Muffin vanille']","[500.0, 59.147, 123.223, 157.7253333333333, 78.86266666666666, 246.446]",7.347336997301587
152,152,Puppy Chow,"['2129.292 ml chex cereal', '236.588 ml chocolate chips', '354.882 ml powdered sugar', '118.294 ml peanut butter', '59.147 ml margarine', '4.92892 ml vanilla']","[""cereal"", ""chocolate chips"", ""powdered sugar"", ""peanut butter"", ""margarine"", ""vanilla""]","['cereal', 'chip', 'sugar', 'butter', 'margarine', 'vanilla']","[""Oreo O's cereal"", 'AH Oven friet', 'AH Rietsuiker', 'AH Kruidenboter', 'Becel Light margarine', 'AH Muffin vanille']","[2129.292, 236.588, 354.882, 118.294, 59.147, 492.892]",36.92406226857143
155,155,Bonnie'S Bread,"['946.352 ml water or potato water', '1.0 cake yeast or 3.0 pkg. dry yeast', '29.5736 ml salt', '2.0 eggs, well beaten', '236.588 ml sugar or more']","[""water"", ""cake yeast"", ""salt"", ""eggs"", ""sugar""]","['water', 'yeast', 'salt', 'eggs', 'sugar']","['AH Kokoswater', 'Il Molino Droge gist', 'AH Doperwten 0% zout', 'AH Rondeel eieren M L', 'AH Rietsuiker']","[946.352, 100.0, 29.5736, 200.0, 236.588]",20.464046686498598
156,156,Chicken Pot Pie,"['473.176 ml chicken, cooked and cubed', '1.0 can cream of mushroom soup', '709.764 ml chicken broth', '1.0 can peas and carrots, drained', '1.0 chopped onion', '177.441 ml oleo, melted', '354.882 ml milk', '7.39338 ml baking powder', '354.882 ml self-rising flour']","[""chicken"", ""cream of mushroom soup"", ""chicken broth"", ""peas"", ""onion"", ""oleo"", ""milk"", ""baking powder"", ""flour""]","['chicken', 'mushroom soup', 'broth', 'peas', 'onion', 'oleo', 'milk', 'baking powder', 'flour']","['AH Bapao kip', 'Unox Champignonsoep', 'AH Rundvleesbouillon', 'AH Kikkererwten', 'AH Rode uien', 'Napoleon Watermelon', 'AH Karnemelk', 'Smaakt Wijnsteenbakpoeder', 'AH Tarwe bloem']","[473.176, 100.0, 709.764, 100.0, 100.0, 177.441, 354.882, 739.338, 354.882]",27.155187064917584
161,161,Cranberry Punch,"['946.353 ml cranberry juice', '946.353 ml ginger ale', '1.0 small cherry jell-o', '236.588 ml boiling water', '177.441 ml frozen lemonade', '709.764 ml cold water']","[""cranberry juice"", ""ginger ale"", ""O"", ""boiling water"", ""frozen lemonade"", ""cold water""]","['juice', 'ale', 'O', 'water', 'lemon', 'water']","['AH Appelsap', 'Hak Boerenkool', 'AH Uien', 'AH Kokoswater', 'AH Bitter lemon', 'AH Kokoswater']","[946.353, 946.353, 100.0, 236.588, 177.441, 709.764]",27.90415110053476
164,164,Morning Glory Muffins,"['473.176 ml all-purpose flour', '354.882 ml sugar', '9.85784 ml baking soda', '4.92892 ml ground cinnamon', '2.46446 ml salt', '473.176 ml grated carrots', '118.294 ml raisins', '118.294 ml coconut', '118.294 ml chopped pecans', '236.588 ml can crushed pineapple, drained', '236.588 ml vegetable oil', '3.0 large eggs, lightly beaten', '9.85784 ml vanilla']","[""flour"", ""sugar"", ""baking soda"", ""ground cinnamon"", ""salt"", ""carrots"", ""raisins"", ""coconut"", ""pecans"", ""pineapple"", ""vegetable oil"", ""eggs"", ""vanilla""]","['flour', 'sugar', 'baking soda', 'cinnamon', 'salt', 'carrots', 'raisins', 'coconut', 'pecans', 'pineapple', 'oil', 'eggs', 'vanilla']","['AH Tarwe bloem', 'AH Rietsuiker', 'Dr. Oetker Baksoda', 'Bolletje Kanelly', 'AH Doperwten 0% zout', 'AH Geschilde bospeen', 'AH Blanke rozijnen', 'AH Kokos op te kloppen', 'AH Ongebrande pecannoten', 'AH Doosje met ananas', 'AH Slaolie', 'AH Rondeel eieren M L', 'AH Muffin vanille']","[473.176, 354.882, 985.784, 492.892, 246.446, 473.176, 118.294, 118.294, 118.294, 236.588, 236.588, 300.0, 985.784]",33.69555733556526
172,172,German Potato Salad,"['1814.368 grams new potatoes red skin', '2.0 good size onions, finely chopped', '3.0 stalks celery, finely chopped', '118.294 ml cider vinegar', '118.294 ml hot bacon drippings', '8.0 strips bacon, fried and crumbled', 'salt and pepper to taste', 'parsley']","[""new potatoes"", ""onions"", ""stalks celery"", ""cider vinegar"", ""hot bacon"", ""bacon"", ""salt"", ""parsley""]","['potato', 'onions', 'celery', 'vinegar', 'bacon', 'bacon', 'salt', 'parsley']","['AH Vastkokende aardappel', 'AH Rode uien', 'Verstegen Selderijzout', 'AH Natuurazijn wit', 'AH Feest spekken', 'AH Feest spekken', 'AH Doperwten 0% zout', 'AH Platte peterselie']","[1814.368, 200.0, 300.0, 118.294, 118.294, 800.0, 100.0, 100.0]",14.040938586320735
173,173,Coconut Pie,"['4.0 eggs', '473.176 ml milk', '4.92892 ml vanilla', '59.147 ml melted butter', '414.029 ml sugar', '118.294 ml self-rising flour', '354.882 ml coconut']","[""eggs"", ""milk"", ""vanilla"", ""butter"", ""sugar"", ""flour"", ""coconut""]","['eggs', 'milk', 'vanilla', 'butter', 'sugar', 'flour', 'coconut']","['AH Rondeel eieren M L', 'AH Karnemelk', 'AH Muffin vanille', 'AH Kruidenboter', 'AH Rietsuiker', 'AH Tarwe bloem', 'AH Kokos op te kloppen']","[400.0, 473.176, 492.892, 59.147, 414.029, 118.294, 354.882]",10.049571378219046
174,174,Bullets,"['ground beef', 'flour', 'salt and pepper to taste']","[""ground beef"", ""flour"", ""salt""]","['beef', 'flour', 'salt']","['AH Rosbief', 'AH Tarwe bloem', 'AH Doperwten 0% zout']","[100.0, 100.0, 100.0]",3.239519411764706
175,175,Mom'S Pancakes,"['236.588 ml sifted all-purpose flour', '9.85784 ml baking powder', '2.46446 ml salt', '29.5736 ml sugar', '1.0 egg', '236.588 ml milk', '44.3604 ml butter or margarine, melted']","[""flour"", ""baking powder"", ""salt"", ""sugar"", ""egg"", ""milk"", ""butter""]","['flour', 'baking powder', 'salt', 'sugar', 'egg', 'milk', 'butter']","['AH Tarwe bloem', 'Smaakt Wijnsteenbakpoeder', 'AH Doperwten 0% zout', 'AH Rietsuiker', 'AH Lasagne ei', 'AH Karnemelk', 'AH Kruidenboter']","[236.588, 985.784, 246.446, 29.5736, 100.0, 236.588, 44.3604]",26.529612223317645
177,177,Pizza Casserole,"['453.592 grams ground beef', '414.029 ml pizza quick sauce', '473.176 ml shredded mozzarella cheese', '1.0 jar sliced mushrooms', '177.441 ml biscuit mix', '354.882 ml milk', '2.0 eggs']","[""ground beef"", ""sauce"", ""Mozzarella cheese"", ""mushrooms"", ""biscuit mix"", ""milk"", ""eggs""]","['beef', 'sauce', 'cheese', 'mushrooms', 'mix', 'milk', 'eggs']","['AH Rosbief', 'AH Sojasaus', 'AH Leverkaas', 'AH Witte champignons', 'AH Hotmix', 'AH Karnemelk', 'AH Rondeel eieren M L']","[453.592, 414.029, 473.176, 100.0, 177.441, 354.882, 200.0]",25.636448923809528
178,178,Chocolate Lover'S No-Bake Brownies,"['354.882 ml pkg. 473.176 ml semi-sweet chocolate chips', '414.029 ml can sweetened condensed milk', '251.37475 ml pkg. chocolate wafers, finely crushed', '236.588 ml chopped nuts, divided']","[""semi-sweet chocolate chips"", ""condensed milk"", ""chocolate wafers"", ""nuts""]","['chocolate', 'milk', 'wafer', 'nuts']","['AH Hot choco', 'AH Karnemelk', 'AH Aardappelwafeltjes', 'AH Walnoten']","[354.882, 414.029, 251.37475, 236.588]",12.403372345833331
